stancode,latin,danish
2692,Lepidium heterophyllum,Forskelligbladet karse
2693,Lepidium sativum,Have-karse
2694,Lepidium virginicum,Virginsk karse
2695,Lepidium bonariense,-
2696,Lepidium densiflorum,Tætblomstret karse
2697,Lepidium ramosissimum,-
2698,Lepidium neglectum,Vingefrøet karse
2699,Lepidium ruderale,Stinkende karse
2700,Lepidium perfoliatum,Hjertebladet karse
2701,Lepidium latifolium,Strand-karse
2702,Lepidium cordatum,-
2703,Lepidium graminifolium,Græsbladet karse
2704,Lepidium spicatum,-
2705,Cardaria,-
2706,Lepidium draba,Hjerte-karse
2707,Coronopus,-
2708,Lepidium coronopus,Ravnefod
2709,Lepidium didymum,Liden ravnefod
2710,Subularia,Sylbladslægten
2711,Subularia aquatica,Sylblad
2712,Conringia,Kålurtslægten
2713,Conringia orientalis,Hvidlig kålurt
2714,Diplotaxis,Mursennepslægten
2715,Diplotaxis tenuifolia,Sandsennep
2716,Diplotaxis muralis,Mursennep
2717,Diplotaxis muralis x tenuifolia,-
2718,Diplotaxis erucoides,Iberisk mursennep
2719,Brassica,Kålslægten
2720,Brassica elongata,Sortehavs-kål
2721,Brassica elongata subsp. integrifolia,-
2722,Brassica oleracea,Have-kål
2723,Brassica napus,Raps
2724,Brassica napus subsp. napus,Raps (underart)
2725,Brassica napus subsp. napobrassica,-
2726,Brassica napus subsp. esculenta var. cruenta,-
2727,Brassica napus subsp. rapifera,Kålroe
2728,Brassica rapa subsp. campestris,Ager-kål (underart)
2729,Brassica rapa subsp. rapa,Majroe
2730,Brassica rapa subsp. sylvestris,-
2731,Brassica rapa subsp. oleifera,Rybs
2732,Brassica juncea,Sareptasennep
2733,Brassica nigra,Sort sennep
2734,Brassica integrifolia var. carinata,-
2735,Brassica tournefortii,-
2736,Sinapis,Sennepslægten
2737,Sinapis arvensis,Ager-sennep
2738,Sinapis alba,Gul sennep
2739,Sinapis alba subsp. alba,Gul sennep (underart)
2740,Sinapis alba subsp. dissecta,Fliget sennep
2741,Eruca,Salatsennepslægten
2742,Eruca vesicaria,-
2743,Eruca vesicaria subsp. sativa,Salatsennep
2744,Erucastrum,Svinesennepslægten
2745,Erucastrum gallicum,Svinesennep
2746,Erucastrum nasturtiifolium,-
2747,Rhynchosinapis,-
2748,Rhynchosinapis cheiranthos,-
2749,Hirschfeldia,Bastardsennepslægten
2750,Hirschfeldia incana,Bastardsennep
2751,Cakile,Strandsennepslægten
2752,Cakile maritima,Strandsennep
2753,Cakile maritima subsp. maritima,Nordsø-strandsennep
2754,Cakile maritima subsp. baltica,Østersø-strandsennep
2755,Cakile edentula,-
2756,Cakile edentula subsp. islandica,-
2757,Rapistrum,Knopskulpeslægten
2758,Rapistrum perenne,Flerårig knopskulpe
2759,Rapistrum rugosum,Knopskulpe
2760,Rapistrum rugosum subsp. rugosum,Håret knopskulpe
2761,Rapistrum rugosum subsp. orientale,Orientalsk knopskulpe
2762,Rapistrum rugosum subsp. linnaeanum,Spansk knopskulpe
2763,Crambe,Strandkålslægten
2764,Crambe maritima,Strandkål
2765,Crambe cordifolia,Kæmpeslør
2766,Crambe hispanica,-
2767,Raphanus,Kiddikeslægten
2768,Raphanus sativus,Radise
2769,Raphanus sativus var. sativus,Radise (varietet)
2770,Raphanus sativus var. niger,Ræddike
2771,Raphanus raphanistrum,Kiddike
2772,Aubrieta,Blåpudeslægten
2773,Aubrieta x cultorum,-
2774,Aurinia,Guldslørslægten
2775,Aurinia petraea,-
2776,Calepina,-
2777,Calepina irregularis,-
2778,Carrichtera,Skeskulpeslægten
2779,Carrichtera annua,Skeskulpe
2780,Coincya,-
2781,Coincya monensis subsp. cheiranthos,-
2782,Erucaria,-
2783,Erucaria hispanica,-
2784,Nasturtium,Brøndkarseslægten
2785,Psychine,-
2786,Psychine stylosa,-
2787,Resedaceae,Resedafamilien
2788,Reseda,Resedaslægten
2789,Reseda luteola,Farve-reseda
2790,Reseda alba,Hvid reseda
2791,Reseda phyteuma,Rapunsel-reseda
2792,Reseda odorata,Have-reseda
2793,Reseda lutea,Gul reseda
2794,Crassulaceae,Stenurtfamilien
2795,Crassula,Korsarveslægten
2796,Crassula aquatica,Korsarve
2797,Crassula helmsii,New zealandsk korsarve
2798,Sempervivum,Husløgslægten
2799,Sempervivum tectorum,Husløg
2800,Sempervivum globuliferum,-
2801,Sedum,Stenurt (Sedum-slægten)
2802,Sedum aizoon,-
2803,Phedimus hybridus,Sibirisk stenurt
2804,Sedum telephium,-
2805,Sedum telephium subsp. telephium,-
2806,Sedum telephium subsp. maximum,-
2807,Sedum telephium subsp. ruprechtii,-
2808,Sedum ewersii,-
2809,Sedum anacampseros,-
2810,Phedimus spurius,Rød stenurt
2811,Sedum stoloniferum,-
2812,Sedum rupestre,Bjerg-stenurt
2813,Sedum forsterianum,Fransk stenurt
2814,Sedum acre,Bidende stenurt
2815,Sedum sexangulare,Seksradet stenurt
2816,Sedum album,Hvid stenurt
2817,Sedum anglicum,Engelsk stenurt
2818,Sedum dasyphyllum,Pyrenæisk stenurt
2819,Sedum villosum,-
2820,Sedum annuum,-
2821,Sedum hispanicum,Bleg stenurt
2822,Sedum lydium,Mos-stenurt
2823,Rhodiola rosea,Rosenrod
2824,Sedum monregalense,-
2825,Sedum spectabile,-
2826,Jovibarba,-
2827,Umbilicus,Navleurtslægten
2828,Umbilicus rupestris,Klippe-navleurt
2829,Saxifragaceae,Stenbrækfamilien
2830,Astilbe,Astilbeslægten
2831,Astilbe japonica,Japansk astilbe
2832,Astilbe x arendsii,-
2833,Saxifraga,Stenbrækslægten
2834,Saxifraga hieracifolia,-
2835,Saxifraga hieracifolia x nivalis,-
2836,Saxifraga nivalis,-
2837,Saxifraga tenuis,-
2838,Saxifraga stellaris,-
2839,Saxifraga foliolosa,-
2840,Saxifraga umbrosa,Skygge-stenbræk
2841,Saxifraga x geum,-
2842,Saxifraga flagellaris,-
2843,Saxifraga hirculus,Gul stenbræk
2844,Saxifraga x opdalensis,-
2845,Saxifraga tridactylites,Trekløft-stenbræk
2846,Saxifraga osloensis,-
2847,Saxifraga adscendens,-
2848,Saxifraga aizoides,-
2849,Saxifraga cespitosa,-
2850,Saxifraga rosacea,Gærde-stenbræk
2851,Saxifraga hypnoides,Mos-stenbræk
2852,Saxifraga granulata,Kornet stenbræk
2853,Saxifraga rivularis,-
2854,Saxifraga hyperborea,-
2855,Saxifraga cernua,-
2856,Saxifraga cernua x rivularis,-
2857,Saxifraga oppositifolia,-
2858,Saxifraga cotyledon,-
2859,Saxifraga cotyledon x paniculata,-
2860,Saxifraga paniculata,-
2861,Saxifraga hostii,-
2862,Saxifraga cymbalaria,-
2863,Tellima,Biskophatslægten
2864,Tellima grandiflora,Biskophat
2865,Chrysosplenium,Milturtslægten
2866,Chrysosplenium alternifolium,Almindelig milturt
2867,Chrysosplenium tetrandrum,Dværg-milturt
2868,Chrysosplenium oppositifolium,Småbladet milturt
2869,Bergenia,Kæmpestenbrækslægten
2870,Bergenia crassifolia,Tykbladet kæmpestenbræk
2871,Heuchera micrantha x sanguinea,-
2872,Heuchera,Alunrodslægten
2873,Rodgersia,Bronzebladslægten
2874,Rodgersia aesculifolia,Kastanjebladet bronzeblad
2875,Astilboides,-
2876,Astilboides tabularis,Parasolblad
2877,Parnassiaceae,-
2878,Parnassia,Leverurtslægten
2879,Parnassia palustris,Leverurt
2880,Parnassia palustris subsp. palustris,-
2881,Parnassia palustris subsp. obtusiflora,-
2882,Hydrangeaceae,Hortensiefamilien
2883,Philadelphus,Pibevedslægten
2884,Philadelphus coronarius,Almindelig pibeved
2885,Deutzia,Stjernetopslægten
2886,Deutzia crenata,Stor stjernetop
2887,Grossulariaceae,Ribsfamilien
2888,Ribes,Ribsslægten
2889,Ribes rubrum,Have-ribs
2890,Ribes spicatum,Vild ribs
2891,Ribes petraeum,-
2892,Ribes nigrum,Solbær
2893,Ribes uva-crispa,Stikkelsbær
2894,Ribes alpinum,Fjeld-ribs
2895,Ribes aureum,Guld-ribs
2896,Ribes sanguineum,Blod-ribs
2897,Ribes x pallidum,-
2898,Rosaceae,Rosenfamilien
2899,Holodiscus,-
2900,Holodiscus discolor,Amerikansk spiræa
2901,Sorbaria,Tusindtopslægten
2902,Sorbaria sorbifolia,Tusindtop
2903,Kerria,Ranunkelbuskslægten
2904,Kerria japonica,Ranunkelbusk
2905,Physocarpus,Blærespiræaslægten
2906,Physocarpus opulifolius,Almindelig blærespiræa
2907,Mespilus,-
2908,Crataegus germanica,Mispel
2909,Spiraea,Spiræaslægten
2910,Spiraea salicifolia,Pilebladet spiræa
2911,Spiraea media,Orientalsk spiræa
2912,Spiraea alba,Hvid spiræa
2913,Spiraea latifolia,Bredbladet spiræa
2914,Spiraea x rubella,-
2915,Spiraea x rosalba,-
2916,Spiraea douglasii,Rævehale-spiræa
2917,Spiraea douglasii x salicifolius,-
2918,Spiraea x macrothyrsa,-
2919,Spiraea x billiardii,-
2920,Spiraea tomentosa,Filtet spiræa
2921,Spiraea chamaedryfolia,Kvast-spiræa
2922,Spiraea crenata,-
2923,Spiraea albiflora,-
2924,Spiraea x bumalda,-
2925,Spiraea japonica,Rosen-spiræa
2926,Spiraea x van-houttei,-
2927,Pyracantha,Ildtornslægten
2928,Pyracantha coccinea,Ildtorn
2929,Aruncus,Fjerbuskslægten
2930,Aruncus dioicus,Fjerbusk
2931,Schistophyllidium,-
2932,Filipendula,Mjødurtslægten
2933,Filipendula vulgaris,Knoldet mjødurt
2934,Filipendula ulmaria,Almindelig mjødurt
2935,Filipendula camtchatica,-
2936,Rubus,Klyngerslægten
2937,Rubus ferocior,-
2938,Rubus fruticosus x idaeus,-
2939,Rubus chamaemorus,Multebær
2940,Rubus egregiusculus,-
2941,Rubus hadroancanthos,-
2942,Rubus saxatilis,Fruebær
2943,Rubus haesitans,Tøvende hasselbrombær
2944,Rubus hobroensis,-
2945,Rubus humulifolius,-
2946,Rubus macrophyllus,Storbladet brombær
2947,Rubus muenteri,-
2948,Rubus arcticus,Bjørnebær
2949,Rubus phoenicolasius,Vin-brombær
2950,Rubus sect. Rubus,Brombær (sektion)
2951,Rubus arcticus x idaeus,-
2952,Rubus septifolius,-
2953,Rubus suecicus,Svensk hasselbrombær
2954,Rubus arcticus x saxatilis,-
2955,Rubus vigorosus,-
2956,Rubus walsemannii,-
2957,Rubus odoratus,Rosen-brombær
2958,Rubus wessbergii,-
2959,Rubus parviflorus,Nutka-brombær
2960,Rubus idaeus,Hindbær
2961,Rubus idaeus x saxatilis,-
2962,Rubus spectabilis,Laksebær
2963,Rubus fruticosus coll,-
2964,Rubus nessensis,Skov-brombær
2965,Rubus nessensis subsp. nessensis,-
2966,Rubus nessensis subsp. scissoides,-
2967,Rubus scissus,Syl-brombær
2968,Rubus sulcatus,Furet brombær
2969,Rubus pseudothyrsanthos,-
2970,Rubus allegheniensis,Allegheny-brombær
2971,Rubus canadensis,-
2972,Rubus plicatus,Almindelig brombær
2973,Rubus bertramii,-
2974,Rubus contiguus,-
2975,Rubus ammobius,-
2976,Rubus divaricatus,Glinsende brombær
2977,Rubus integribasis,-
2978,Rubus gratus,Smuk brombær
2979,Rubus sciocharis,-
2980,Rubus silvaticus,-
2981,Rubus leptothyrsos,Dansk brombær
2982,Rubus phyllothyrsos,-
2983,Rubus egregius,Pragt-brombær
2984,Rubus arrhenii,-
2985,Rubus sprengelii,Sprengels brombær
2986,Rubus cimbricus,Kimbrisk brombær
2987,Rubus axillaris,Skåne-brombær
2988,Rubus chlorothyrsos,-
2989,Rubus lindebergii,Lindebergs brombær
2990,Rubus cardiophyllus,-
2991,Rubus circipanicus,-
2992,Rubus nemoralis,Mandø-brombær
2993,Rubus incurvatus,-
2994,Rubus illecebrosus,Jordbær-hindbær
2995,Rubus insularis,Lodden brombær
2996,Rubus septentrionalis,-
2997,Rubus langei,-
2998,Rubus laciniatus,Fliget brombær
2999,Rubus gelertii,-
3000,Rubus polyanthemus,Rigtblomstret brombær
3001,Rubus procerus,-
3002,Rubus ulmifolius,-
3003,Rubus armeniacus,Armensk brombær
3004,Rubus grabowskii,Duskblomstret brombær
3005,Rubus vestervicensis,-
3006,Rubus pyramidalis,Pyramide-brombær
3007,Rubus vestitus,Rundbladet brombær
3008,Rubus macrothyrsus,-
3009,Rubus mucronulatus,-
3010,Rubus drejeri,-
3011,Rubus atrichantherus,Glathannet brombær
3012,Rubus hypomalacus,-
3013,Rubus marianus,-
3014,Rubus infestus,Klotornet brombær
3015,Rubus radula,Rasperu brombær
3016,Rubus foliosus,-
3017,Rubus pallidus,Blegblomstret brombær
3018,Rubus pseudopallidus,-
3019,Rubus kollundicola,-
3020,Rubus hartmanii,-
3021,Rubus dasyphyllus,Tykbladet brombær
3022,Rubus pedemontanus,Trebladet brombær
3023,Rubus pallidifolius,-
3024,Rubus sect. Corylifolius,-
3025,Rubus pruinosus,Bølgebladet hasselbrombær
3026,Rubus rosanthus,-
3027,Rubus lagerbergii,Lagerbergs hasselbrombær
3028,Rubus maximiformis,-
3029,Rubus dissimulans,-
3030,Rubus hallandicus,-
3031,Rubus lamprocaulos,-
3032,Rubus dumetorum,-
3033,Rubus cyclomorphus,-
3034,Rubus eluxatus,-
3035,Rubus curvacirculatus,-
3036,Rubus mortensenii,Lindbloms hasselbrombær
3037,Rubus nemorosus,Lund-hasselbrombær
3038,Rubus placidus,-
3039,Rubus camptostachys,Håret hasselbrombær
3040,Rubus tiliaster,Lindebladet hasselbrombær
3041,Rubus gothicus,Spidsbladet hasselbrombær
3042,Rubus aureolus,-
3043,Rubus lidforssii,-
3044,Rubus sprengeliusculus,-
3045,Rubus raunkiaerii,-
3046,Rubus wahlbergii,Wahlbergs hasselbrombær
3047,Rubus xanthocarpus,Guldbær
3048,Rubus norvegicus,Fager hasselbrombær
3049,Rubus glauciformis,Blådugget hasselbrombær
3050,Rubus fasciculatus,Gråbladet hasselbrombær
3051,Rubus fioniae,Fynsk hasselbrombær
3052,Rubus slesvicensis,Slesvigsk hasselbrombær
3053,Rubus firmus,-
3054,Rubus horridus,-
3055,Rubus phylloglotta,-
3056,Rubus fabrimontanus,-
3057,Rubus hystricopsis,-
3058,Rubus caesius,Korbær
3059,Rubus caesius x idaeus,-
3060,Rubus caesius x saxatilis,-
3061,Rosa,Roseslægten
3062,Rosa spinosissima,Klit-rose
3063,Rosa pimpinellifolia x villosa,-
3064,Rosa pimpinellifolia x villosa subsp. mollis,-
3065,Rosa foetida,Gul rose
3066,Rosa acicularis,-
3067,Rosa majalis,Maj-rose
3068,Rosa majalis var. majalis,-
3069,Rosa majalis var. foecundissima,-
3070,Rosa glauca,Kobber-rose
3071,Rosa rugosa,Rynket rose
3072,Rosa × spaethiana,-
3073,Rosa virginiana,Glansbladet rose
3074,Rosa multiflora,Mangeblomstret rose
3075,Rosa jundzillii,-
3076,Rosa canina,Hunde-rose
3077,Rosa canina subsp. canina,Glat hunde-rose
3078,Rosa canina subsp. dumetorum,Håret hunde-rose
3079,Rosa dumalis,Blågrøn rose
3080,Rosa dumalis subsp. dumalis,Blågrøn rose (underart)
3081,Rosa dumalis subsp. coriifolia,Håret blågrøn rose
3082,Rosa balsamica,Rubladet rose
3083,Rosa tomentosa,Langstilket filt-rose
3084,Rosa sherardii,Kortstilket filt-rose
3085,Rosa villosa,Spansk hyben-rose
3086,Rosa villosa subsp. villosa,-
3087,Rosa mollis,Blød filt-rose
3088,Rosa rubiginosa,Æble-rose
3089,Rosa elliptica,Tysk rose
3090,Rosa elliptica subsp. elliptica,-
3091,Rosa inodora,Lugtløs æble-rose
3092,Rosa agrestis,Hvid æble-rose
3093,Rosa agrestis subsp. agrestis,-
3094,Rosa x alba,-
3095,Rosa x suionum,-
3096,Rosa nitida,Skinnende rose
3097,Rosa carolina,Karolina-rose
3098,Rosa hugonis,Hugo-rose
3099,Rosa micrantha,Småblomstret rose
3100,Agrimonia,Agermåneslægten
3101,Agrimonia pilosa,-
3102,Agrimonia eupatoria,Almindelig agermåne
3103,Agrimonia procera,Vellugtende agermåne
3104,Sanguisorba,Kvæsurtslægten
3105,Sanguisorba officinalis,Læge-kvæsurt
3106,Sanguisorba minor,-
3107,Poterium sanguisorba,Bibernelle
3108,Poterium sanguisorba subsp. balearicum,Vingefrøet bibernelle
3109,Sanguisorba obtusa,Rosen-kvæsurt
3110,Dryas,-
3111,Dryas octopetala,-
3112,Geum,Nellikerodslægten
3113,Geum latilobum,-
3114,Geum rivale,Eng-nellikerod
3115,Geum rivale x urbanum,-
3116,Geum urbanum,Feber-nellikerod
3117,Geum aleppicum,-
3118,Geum macrophyllum,Amerikansk nellikerod
3119,Geum hispidum,-
3120,Geum hispidum x urbanum,-
3121,Geum coccineum,Rød nellikerod
3122,Waldsteinia,Guldjordbærslægten
3123,Waldsteinia geoides,Almindelig guldjordbær
3124,Waldsteinia ternata,Krybende guldjordbær
3125,Potentilla,Potentilslægten
3126,Dasiphora fruticosa,Buskpotentil
3127,Potentilla x friedrichsenii,-
3128,Schistophyllidium bifurcum,-
3129,Comarum palustre,Kragefod
3130,Argentina anserina,Gåsepotentil
3131,Potentilla anserina subsp. anserina,-
3132,Potentilla anserina subsp. egedii,-
3133,Potentilla rupestris,-
3134,Potentilla pulchella,-
3135,Potentilla rubricaulis,-
3136,Potentilla multifida,-
3137,Potentilla nivea,-
3138,Potentilla nivea subsp. nivea,-
3139,Potentilla nivea subsp. chamissonis,-
3140,Potentilla argentea,Sølv-potentil
3141,Potentilla argentea subsp. argentea,-
3142,Potentilla argentea subsp. impolita,-
3143,Potentilla inclinata,Filtet potentil
3144,Potentilla leucopolitana,Sølvhåret bakke-potentil
3145,Potentilla supina,Lav potentil
3146,Potentilla norvegica,Norsk potentil
3147,Potentilla norvegica subsp. norvegica,Norsk potentil (underart)
3148,Potentilla norvegica subsp. hirsuta,Fågrenet potentil
3149,Potentilla intermedia,Småblomstret potentil
3150,Potentilla recta,Rank potentil
3151,Potentilla thuringiaca,Tysk potentil
3152,Potentilla thuringiaca subsp. goldbachii,-
3153,Potentilla hyparctica,-
3154,Potentilla crantzii,-
3155,Potentilla crantzii x tabernaemontani,-
3156,Potentilla heptaphylla,Mat potentil
3157,Potentilla verna,Vår-potentil
3158,Potentilla acaulis subsp. arenaria,-
3159,Potentilla subarenaria,Grå vår-potentil
3160,Potentilla erecta,Tormentil
3161,Potentilla erecta x reptans,-
3162,Potentilla anglica,Liggende potentil
3163,Potentilla anglica x erecta,-
3164,Potentilla anglica x reptans,-
3165,Potentilla reptans,Krybende potentil
3166,Potentilla sterilis,Jordbær-potentil
3167,Potentilla micrantha,Kortstilket potentil
3168,Potentilla atrosanguinea,Rød potentil
3169,Potentilla neglecta,Smuk sølv-potentil
3170,Potentilla acutifida,-
3171,Potentilla alba,Hvid potentil
3172,Potentilla decora,-
3173,Potentilla demissa,-
3174,Potentilla dissecta,-
3175,Potentilla impolita,-
3176,Potentilla steineri,-
3177,Potentilla subargentea,-
3178,Sibbaldia,-
3179,Sibbaldia procumbens,-
3180,Fragaria,Jordbærslægten
3181,Fragaria vesca,Skov-jordbær
3182,Fragaria vesca x viridis,-
3183,Fragaria moschata,Spansk jordbær
3184,Fragaria viridis,Bakke-jordbær
3185,Fragaria virginiana,Skarlagen-jordbær
3186,Fragaria chiloensis,-
3187,Fragaria x ananassa,-
3188,Alchemilla,Løvefodslægten
3189,Alchemilla alpina coll.,-
3190,Alchemilla alpina,Bjerg-løvefod
3191,Alchemilla conjuncta,Kalk-løvefod
3192,Alchemilla faeroensis,-
3193,Alchemilla vulgaris coll.,-
3194,Alchemilla glaucescens,Blågrøn løvefod
3195,Alchemilla hybrida coll.,-
3196,Alchemilla hirsuticaulis,-
3197,Alchemilla plicata,-
3198,Alchemilla polemochora,-
3199,Alchemilla propinqua,Hjulbladet løvefod
3200,Alchemilla monticola,Grå løvefod
3201,Alchemilla subglobosa,-
3202,Alchemilla sarmatica,-
3203,Alchemilla subcrenata,Butlappet løvefod
3204,Alchemilla cymatophylla,-
3205,Alchemilla heptagona,-
3206,Alchemilla semilunaris,-
3207,Alchemilla acutiloba,Spidslappet løvefod
3208,Alchemilla micans,Glansbladet løvefod
3209,Alchemilla xanthochlora,Gulgrøn løvefod
3210,Alchemilla filicaulis,Trådstænglet løvefod
3211,Alchemilla filicaulis var. filicaulis,Trådstænglet løvefod (varietet)
3212,Alchemilla filicaulis var. vestita,Håret løvefod
3213,Alchemilla glomerulans,Nøgleblomstret løvefod
3214,Alchemilla borealis,-
3215,Alchemilla kolaensis,-
3216,Alchemilla baltica,-
3217,Alchemilla wichurae,-
3218,Alchemilla oxyodonta,-
3219,Alchemilla murbeckiana,-
3220,Alchemilla samuelssonii,-
3221,Alchemilla glabra,Glat løvefod
3222,Alchemilla glabricaulis,-
3223,Alchemilla stellaris,-
3224,Alchemilla leiophylla,-
3225,Alchemilla mollis,Lådden løvefod
3226,Aphanes,Dværgløvefodslægten
3227,Aphanes arvensis,Dværgløvefod
3228,Aphanes australis,Småfrugtet dværgløvefod
3229,Pyrus,Pæreslægten
3230,Pyrus elaeagrifolia,-
3231,Pyrus pyraster,-
3232,Pyrus communis,Pære
3233,Malus,Æbleslægten
3234,Malus baccata,Bær-æble
3235,Malus sylvestris,Skov-æble
3236,Malus domestica,Sød-æble
3237,Malus pumila,-
3238,Malus toringo var. sargentii,Sargents-æble
3239,Malus toringo,Japansk prydæble
3240,Malus prunifolia,Sibirisk æble
3241,Sorbus,Rønneslægten
3242,Sorbus aucuparia,Almindelig røn
3243,Sorbus aucuparia subsp. aucuparia,-
3244,Sorbus aucuparia subsp. glabrata,-
